driverId,constructorId,circuitId,statusId,grid,driver_experience,constructor_experience,driver_age,year,positionOrder,driver_avg_position,constructor_avg_position
44,20,6,5,18,70,74,32,1999,13,11.6,13.4
2,15,22,1,11,169,465,33,2010,8,15.8,17.0
822,131,3,1,1,80,319,27,2017,3,9.8,2.8
345,6,48,51,13,23,1309,29,1969,12,9.6,8.4
21,4,6,1,9,58,117,33,2006,6,4.6,2.6
347,167,6,62,16,26,46,36,1966,7,8.4,9.8
243,34,10,11,11,55,626,27,1970,5,12.0,9.0
95,3,13,10,3,32,627,38,1991,20,1.4,6.8
855,15,78,1,12,66,834,25,2024,8,15.4,14.0
14,3,14,20,1,233,500,24,1995,19,6.4,9.8
825,210,9,1,7,70,101,25,2018,9,8.6,8.4
146,49,34,6,21,22,42,23,1988,19,27.6,23.6
37,19,7,6,16,16,82,31,2002,20,15.0,14.0
842,214,18,1,13,150,173,28,2024,3,13.2,11.0
278,82,30,11,2,35,12,27,1971,5,11.2,11.2
15,7,6,11,18,5,11,34,2009,13,9.4,9.4
20,9,9,1,2,128,348,27,2014,5,10.6,7.2
252,58,34,1,16,10,127,27,1976,8,9.6,9.6
21,10,12,1,16,10,21,36,2009,12,12.8,13.8
238,32,43,1,6,3,525,34,1978,4,8.0,9.6
102,32,11,1,6,107,240,27,1987,2,2.4,8.8
199,34,25,12,1,136,554,29,1972,7,7.6,13.2
153,5,18,11,13,45,215,21,2011,11,13.2,15.6
4,4,9,1,1,59,118,24,2006,1,1.4,3.4
807,210,6,12,18,189,298,35,2023,17,13.2,14.4
46,18,18,14,20,17,72,23,2004,17,16.8,16.2
148,46,21,5,23,2,5,25,1990,16,21.0,25.0
91,37,21,13,12,30,8,23,1992,12,16.8,17.6
49,15,6,12,14,130,346,28,1995,6,9.8,13.8
71,3,22,1,2,64,477,36,1996,1,5.2,8.4
55,6,7,1,8,152,588,28,1992,3,11.4,15.8
119,21,18,11,16,220,534,24,1979,9,19.8,15.8
35,3,4,11,10,120,388,27,1998,6,8.4,8.0
187,1,36,5,16,1,902,36,1983,19,7.0,2.0
16,10,3,1,10,52,70,27,2010,12,15.4,17.2
289,66,6,11,4,99,319,37,1966,3,9.2,12.2
2,2,19,3,10,61,122,29,2006,17,7.8,10.4
815,15,69,1,15,36,548,22,2012,11,16.4,14.6
137,34,39,4,1,139,267,31,1983,17,8.8,9.0
13,15,18,1,4,99,72,23,2004,8,10.4,8.0
14,1,10,7,8,198,430,26,1997,19,8.6,12.4
847,131,77,1,6,61,519,24,2022,5,14.0,5.0
119,21,47,1,5,240,573,24,1978,2,13.2,18.0
91,15,10,11,14,19,421,24,1993,9,15.2,15.0
830,9,20,1,3,112,594,23,2020,2,8.6,9.8
839,10,24,5,9,49,423,22,2018,17,12.6,12.4
20,9,69,1,1,99,291,25,2012,2,1.4,10.0
3,3,13,11,15,29,58,23,2008,12,11.4,12.8
49,3,11,74,6,103,433,30,1997,18,11.0,11.4
479,118,55,5,5,26,12,26,1958,18,11.4,7.4
768,150,19,3,5,0,3,45,1951,14,10.0,13.666666666666666
117,6,9,1,5,38,655,35,1990,1,5.4,7.4
842,214,69,1,6,148,169,28,2024,12,13.2,15.0
181,54,7,12,12,15,6,32,1984,8,17.6,17.6
118,21,37,3,10,67,294,32,1987,20,16.0,14.0
4,214,21,130,9,339,50,40,2022,19,12.6,10.6
821,210,2,61,13,53,31,25,2016,19,12.0,15.6
131,25,9,11,10,23,239,28,1991,7,11.4,13.8
842,214,3,11,20,130,133,28,2024,18,9.6,11.4
137,3,22,5,5,78,802,35,1987,15,2.4,7.0
548,105,60,17,22,0,6,40,1960,13,10.0,18.6
814,10,9,1,21,46,201,27,2013,9,7.0,7.6
5,207,6,11,17,95,10,30,2012,13,18.4,16.8
231,64,47,1,6,76,87,26,1974,3,16.6,17.4
18,16,20,1,13,74,9,25,2005,10,13.0,16.0
30,22,11,48,3,222,284,24,1993,20,5.8,4.4
84,25,41,2,23,160,455,24,1984,14,11.8,12.0
158,21,34,11,25,6,235,31,1989,7,9.2,14.0
808,4,68,11,16,35,581,27,2011,11,16.0,15.2
822,131,22,1,6,93,345,28,2017,4,3.6,2.4
826,5,70,13,14,67,428,23,2017,16,14.2,14.0
578,6,13,11,5,27,1684,25,1954,4,9.2,7.2
841,51,70,11,7,10,260,25,2019,10,15.2,12.0
513,111,19,1,7,0,0,41,1960,6,10.0,10.0
60,18,6,20,22,10,185,25,2000,18,12.2,14.0
178,63,46,11,18,107,100,29,1976,8,13.0,16.2
826,5,73,84,11,66,426,23,2017,19,12.8,12.8
22,17,10,1,9,233,326,24,1996,6,11.0,6.6
824,206,6,11,21,24,89,24,2014,9,17.0,17.4
65,24,70,14,6,25,17,35,1999,14,14.4,12.0
187,1,44,1,6,45,989,35,1981,7,8.2,9.8
155,15,35,1,12,18,468,24,2010,8,13.8,12.6
501,105,66,5,18,56,362,30,1952,11,17.8,15.0
94,18,29,12,14,106,592,27,1988,7,21.0,14.0
449,110,19,121,11,4,3,37,1958,20,6.75,13.333333333333334
1,131,24,1,11,331,602,38,2023,9,11.0,8.8
117,1,36,1,3,63,743,33,1988,1,8.6,16.0
88,29,29,11,10,22,128,33,1993,7,20.0,18.4
76,24,20,86,12,21,93,24,1997,15,16.8,15.0
699,113,19,3,26,0,167,40,1953,11,10.0,10.0
589,154,20,80,13,9,25,52,1951,20,10.4,12.4
17,9,2,1,5,1,2,32,2009,6,12.0,12.5
20,6,24,1,4,240,2223,32,2019,5,11.8,12.6
277,59,6,12,18,4,64,30,1976,11,13.75,15.4
15,20,10,5,9,182,85,25,1999,18,10.0,9.4
13,6,13,1,10,184,1966,32,2013,7,13.0,8.2
840,117,17,1,11,148,152,25,2024,15,11.4,7.8
65,15,22,1,13,81,337,32,1996,10,12.6,9.0
57,1,1,22,3,0,281,32,2001,17,10.0,8.6
13,6,7,1,3,141,1880,30,2011,6,13.0,14.4
627,154,6,3,10,33,50,44,1950,13,7.4,9.4
822,51,18,1,14,199,403,33,2022,9,13.6,14.0
8,208,2,1,10,178,42,33,2013,7,5.0,9.8
77,22,4,20,5,20,179,36,1996,9,10.8,6.6
122,37,10,1,7,70,80,25,1988,5,15.6,11.4
15,20,20,1,10,186,93,25,1999,2,12.2,12.4
61,20,19,11,21,1,31,25,2001,14,12.0,13.6
31,1,20,1,5,14,153,29,2005,7,8.0,5.0
828,15,71,11,22,38,671,25,2016,14,15.0,15.4
15,7,3,11,14,52,104,31,2006,16,11.2,13.6
95,3,36,5,2,69,741,34,1988,20,12.6,5.2
262,58,30,5,14,1,173,30,1973,20,9.0,15.4
104,18,18,6,20,32,439,21,1992,13,15.8,17.0
846,1,39,1,2,94,1855,23,2023,7,5.6,7.6
840,211,4,4,16,45,9,20,2019,19,11.4,10.0
238,37,25,11,10,91,398,27,1972,6,10.0,11.6
97,29,14,11,15,4,55,25,1995,7,19.5,15.8
243,26,14,22,14,24,122,31,1974,15,15.4,19.8
200,1,49,1,11,87,1194,28,1975,1,8.8,8.8
25,3,1,4,15,0,71,33,2007,18,10.0,12.6
436,176,6,54,0,0,75,33,1963,20,10.0,12.6
364,183,14,13,2,47,85,33,1964,10,8.4,10.0
15,20,13,12,13,201,123,24,1998,6,15.0,15.6
44,20,6,1,12,103,139,30,1997,4,9.2,14.4
57,1,11,11,7,94,469,27,1996,4,7.2,9.4
57,32,18,13,22,150,98,22,1991,9,13.2,17.0
64,27,7,5,18,73,15,26,1996,15,11.0,10.0
20,6,3,1,13,256,2255,33,2020,12,9.8,7.0
103,32,26,13,22,13,27,30,1994,18,8.0,18.2
71,3,21,1,4,67,483,34,1995,1,7.2,8.4
403,6,13,11,4,35,1492,33,1960,4,5.2,9.6
844,6,14,3,13,49,2240,22,2020,18,10.4,14.8
579,105,14,1,4,8,125,46,1957,2,3.6,12.0
110,51,30,14,16,181,94,22,1982,13,14.4,14.6
25,22,18,5,13,18,37,26,2000,20,12.6,7.6
358,170,6,81,0,52,7,23,1965,17,7.8,18.2
830,9,14,1,19,94,558,21,2019,8,5.8,9.4
22,24,13,4,15,202,56,26,1998,19,15.4,16.4
419,170,9,80,21,0,15,37,1965,16,10.0,10.8
233,37,25,8,23,67,324,23,1974,17,17.2,14.0
14,1,20,1,5,187,408,27,1998,3,6.2,10.2
50,25,11,6,18,69,49,25,1997,15,13.6,13.2
373,172,56,44,1,58,157,26,1962,12,7.6,15.0
819,207,35,1,19,33,66,23,2013,14,18.0,17.2
137,1,14,1,24,205,1094,26,1978,9,16.2,14.6
855,51,79,1,14,26,416,23,2023,16,13.8,14.0
821,210,9,11,14,47,19,24,2016,16,12.4,13.4
830,9,71,1,19,75,521,21,2018,5,6.6,7.2
48,18,22,6,20,35,236,25,1999,18,14.0,11.8
88,33,22,1,9,69,130,30,1990,3,16.2,16.8
23,3,21,1,5,56,184,28,2004,7,8.2,9.2
199,3,25,1,4,4,967,39,1981,2,6.0,2.0
501,118,58,114,15,41,64,34,1955,9,12.4,16.0
10,166,1,19,21,56,38,29,2011,15,18.4,20.8
826,5,9,11,12,68,430,23,2017,15,15.0,16.0
71,17,7,10,10,22,253,37,1998,12,11.0,14.0
77,22,36,12,16,174,488,26,1986,6,7.8,10.2
60,18,7,11,22,11,187,25,2000,12,13.8,15.0
110,17,27,11,14,55,493,32,1991,8,9.6,16.2
813,3,17,1,14,41,1187,28,2013,14,15.2,17.4
832,5,22,11,14,35,403,22,2016,17,14.8,12.2
101,31,9,13,25,7,22,28,1994,15,16.0,16.4
333,34,40,11,18,2,524,31,1973,4,14.5,15.2
623,105,25,88,13,0,138,31,1956,6,10.0,4.4
840,117,11,4,12,89,34,22,2021,19,11.6,15.4
808,4,4,11,19,4,289,25,2010,11,16.5,8.6
119,3,11,1,2,41,626,37,1991,3,7.4,6.4
197,25,7,11,15,52,590,34,1980,7,11.8,14.4
1,131,80,1,10,353,646,39,2024,2,9.8,5.8
509,113,19,1,25,8,142,24,1953,7,16.8,17.0
117,4,7,11,2,150,395,28,1983,5,3.0,10.0
858,3,22,130,0,15,1616,22,2023,17,16.4,12.2
14,1,11,5,9,217,468,25,1996,16,7.6,7.2
763,51,9,16,6,3,207,40,1951,6,8.333333333333334,6.4
807,10,11,33,11,86,280,27,2015,20,9.4,8.4
99,42,7,12,26,65,67,26,1988,8,22.2,22.4
663,87,66,13,9,10,82,37,1953,7,11.8,14.6
119,34,70,5,6,170,264,29,1983,17,17.0,12.4
163,27,10,13,17,24,275,40,1988,17,19.8,26.2
199,34,70,1,2,117,497,32,1974,1,11.2,14.4
356,191,9,1,3,38,45,41,1967,4,7.4,6.0
55,6,28,11,4,113,506,31,1995,5,12.0,8.8
355,66,46,13,24,0,190,38,1971,14,10.0,8.6
808,4,6,23,14,5,291,25,2010,13,15.4,6.8
30,6,2,1,1,130,376,30,1999,2,9.2,7.4
438,92,13,3,19,1,6,36,1963,8,22.0,21.0
13,15,7,11,12,107,121,21,2002,9,12.4,13.8
235,6,45,1,1,63,1226,27,1972,2,5.8,9.2
219,4,46,91,14,50,547,35,1977,20,14.2,14.2
102,1,21,9,4,6,550,33,1993,12,10.0,14.4
49,17,20,20,8,36,157,34,2001,18,15.0,13.4
136,54,40,5,15,16,87,23,1980,12,25.8,21.6
243,63,30,12,15,39,225,27,1971,12,14.8,22.0
8,1,18,46,5,125,250,22,2002,12,5.8,10.6
224,1,47,1,9,97,1235,27,1974,4,3.4,10.4
207,32,7,11,9,62,560,38,1978,10,10.8,19.4
13,3,69,11,9,248,1331,35,2016,7,10.6,11.4
854,210,18,1,12,42,285,23,2022,13,14.6,15.2
235,6,46,11,1,95,1298,25,1970,4,7.8,9.0
159,18,34,62,25,22,575,29,1988,16,12.2,14.2
178,3,30,6,8,38,996,33,1980,19,5.2,10.8
192,21,6,12,15,3,422,26,1983,7,11.666666666666666,10.6
17,19,7,11,6,114,50,26,2003,7,11.2,14.0
182,37,48,2,19,171,449,23,1972,15,16.0,15.8
197,45,43,7,10,17,188,35,1982,17,16.0,22.6
137,34,25,1,4,173,334,27,1980,2,4.2,13.8
224,56,38,5,11,38,96,31,1978,18,15.2,15.2
832,5,7,4,13,46,425,22,2017,20,9.2,10.6
628,113,19,1,14,1,99,29,1955,1,6.0,19.0
122,37,29,20,23,93,111,24,1987,12,13.8,13.8
73,29,25,94,20,16,5,27,1996,20,19.0,14.6
529,113,19,14,8,7,114,37,1954,15,14.4,18.6
347,95,46,120,9,71,40,32,1962,13,13.6,11.2
182,66,39,48,11,156,89,24,1973,13,12.2,13.0
822,51,22,1,12,196,397,33,2022,15,16.4,14.0
403,54,6,54,0,10,146,36,1963,18,12.8,20.4
830,9,6,1,3,86,542,21,2019,4,3.6,7.2
787,151,14,21,21,2,12,44,1950,9,12.0,14.2
830,9,6,1,6,192,755,26,2024,6,4.8,6.6
304,1,70,1,7,38,1313,36,1972,2,9.8,8.2
33,13,9,12,16,7,15,29,2006,16,14.8,15.2
71,3,14,1,2,110,567,33,1993,1,7.0,3.6
830,9,3,1,1,163,697,25,2023,1,2.0,3.8
95,32,40,1,10,178,420,27,1981,3,21.4,19.2
361,86,45,54,13,1,1,27,1970,17,19.0,19.0
328,66,14,1,3,97,364,26,1965,1,5.8,10.0
103,33,34,13,15,45,146,24,1989,11,20.6,25.4
642,51,14,1,3,36,240,43,1950,1,4.8,10.0
235,6,70,1,3,92,1290,25,1970,1,10.6,8.4
501,118,55,5,4,30,51,35,1956,19,8.2,10.4
145,22,27,1,13,26,417,30,1989,4,12.8,15.8
58,18,22,6,20,22,300,21,1997,15,17.4,18.6
842,213,21,11,17,89,84,26,2022,12,9.6,11.8
9,4,13,1,3,69,304,25,2010,3,12.6,11.2
817,1,73,1,12,217,1801,32,2022,8,12.4,11.6
580,105,14,11,18,11,193,35,1956,4,8.6,11.2
20,6,18,1,3,156,2056,28,2015,3,5.4,12.0
187,34,36,12,21,76,365,31,1978,8,13.0,11.8
581,6,25,8,5,7,1574,25,1957,14,9.8,9.0
27,12,4,12,21,3,7,28,2007,14,19.0,17.0
18,11,10,11,14,26,18,28,2008,17,13.6,11.8
105,6,22,1,4,122,801,30,1987,4,18.6,14.4
118,34,34,13,14,81,162,31,1986,9,16.0,11.6
10,7,6,11,20,5,10,27,2009,10,6.2,11.4
88,33,11,5,19,64,120,29,1990,20,12.4,9.0
817,9,13,1,5,100,432,27,2016,2,4.2,3.0
854,210,39,1,8,36,273,23,2022,13,12.0,15.6
55,20,21,9,15,19,39,35,2000,18,14.2,16.2
663,148,39,67,7,14,3,36,1952,10,12.0,14.666666666666666
822,131,34,1,2,105,369,28,2018,7,5.0,3.2
104,18,4,14,22,33,441,21,1992,11,14.4,16.2
17,3,18,58,12,86,172,29,2005,17,12.8,12.0
79,25,8,5,14,25,80,33,1996,15,15.8,14.2
94,35,30,8,25,33,0,30,1992,16,13.8,10.0
516,113,19,13,33,3,38,33,1957,13,16.333333333333332,23.6
807,10,7,11,9,102,312,28,2016,8,15.4,9.0
808,4,9,1,15,9,299,25,2010,13,14.0,13.2
314,86,46,22,20,35,9,27,1970,18,18.2,16.4
839,214,70,1,10,143,152,27,2024,12,12.2,9.6
830,9,11,1,10,153,677,24,2022,1,2.4,6.4
18,1,22,1,8,263,1495,34,2014,5,10.0,11.6
2,15,18,11,9,137,144,23,2001,3,9.4,13.6
129,25,14,5,18,12,218,34,1992,17,17.6,13.0
633,6,20,11,1,20,1749,44,1953,8,9.6,6.8
4,18,4,12,18,127,146,19,2001,13,16.8,15.4
44,27,9,12,15,149,80,27,1994,12,12.0,14.2
140,1,21,1,8,41,777,30,1987,4,16.0,6.2
163,27,70,15,12,58,343,38,1986,10,7.2,12.4
102,32,27,1,1,132,290,25,1985,1,13.6,12.0
823,207,18,12,20,18,77,28,2013,18,19.0,19.2
117,1,37,1,7,101,818,31,1986,3,2.6,7.2
817,9,2,1,4,103,438,27,2016,1,2.8,6.2
178,3,46,1,3,79,1074,31,1978,2,18.2,18.2
845,3,71,12,13,15,1410,23,2018,18,15.2,13.4
246,67,70,11,19,7,10,29,1977,12,11.4,18.2
818,5,18,11,8,38,293,23,2013,15,14.4,13.2
830,5,3,1,10,20,372,18,2016,6,9.6,13.0
55,25,10,12,10,196,305,25,1989,10,16.4,12.6
84,49,14,6,17,118,82,28,1987,17,15.0,16.4
820,206,68,12,22,15,70,22,2013,17,18.4,18.4
55,20,20,20,14,8,17,37,2001,15,8.0,9.6
30,6,1,1,2,71,247,33,2002,1,5.0,9.0
4,4,4,5,2,20,40,26,2008,15,11.2,12.2
844,6,71,11,19,74,2290,23,2021,15,7.4,5.0
7,5,4,4,16,12,40,29,2008,19,16.6,19.4
50,18,14,44,17,13,100,31,2003,16,14.2,13.4
309,1,30,1,12,17,1300,33,1972,3,9.2,5.4
118,32,21,11,10,18,132,35,1990,7,16.6,19.4
840,117,14,1,9,92,40,22,2021,7,14.4,12.4
77,6,8,1,5,53,525,34,1994,3,9.8,9.0
346,180,9,13,9,29,40,33,1969,8,5.6,9.2
68,25,20,12,19,30,25,24,1998,16,14.4,14.2
22,23,6,1,3,5,11,37,2009,2,3.6,2.0
360,187,51,11,7,7,43,31,1969,4,7.6,8.6
847,131,22,1,8,77,551,24,2022,8,5.2,7.2
633,6,14,11,5,22,1766,44,1953,3,10.0,10.6
289,66,39,1,5,157,484,31,1960,3,15.0,9.4
77,21,70,101,17,199,367,25,1985,14,11.6,8.2
821,15,69,11,15,35,622,23,2014,14,16.4,16.6
71,3,18,6,1,65,479,34,1995,16,5.2,4.4
855,15,15,11,20,61,824,25,2024,15,18.0,16.0
18,1,18,11,16,285,1540,35,2015,14,12.2,13.2
360,170,6,1,3,70,86,24,1962,1,9.6,8.0
577,6,14,15,9,10,1598,33,1957,8,5.8,4.0
833,209,17,12,20,1,3,24,2015,16,15.0,16.666666666666668
172,27,27,27,18,10,355,41,1985,20,8.8,10.8
347,66,39,1,1,89,505,29,1959,1,12.4,10.4
197,45,10,11,17,34,226,35,1981,8,14.4,24.4
163,27,21,36,8,49,324,37,1986,12,13.8,10.4
14,1,20,20,2,170,374,28,1999,16,3.0,4.8
825,1,11,1,21,10,1488,21,2014,12,8.4,7.6
16,10,11,25,17,9,18,26,2009,19,16.6,14.6
579,51,9,44,3,51,221,38,1950,12,3.2,3.6
825,210,34,1,9,68,97,25,2018,6,11.0,12.8
41,16,19,1,12,22,199,24,2000,6,12.0,8.6
476,6,13,1,2,2,1462,33,1961,2,2.5,2.4
817,1,1,1,7,212,1791,32,2022,6,13.4,12.0
817,5,12,1,17,18,230,22,2012,11,15.2,14.0
2,15,18,5,12,104,78,25,2003,20,13.6,9.4
373,172,20,3,1,16,6,30,1966,10,5.6,7.4
840,117,3,1,10,79,14,22,2021,10,9.4,11.4
195,55,70,6,21,10,21,24,1983,18,18.6,21.6
81,18,32,20,21,35,436,24,1992,19,15.6,18.8
224,56,7,6,16,12,67,33,1980,20,17.2,16.6
24,5,17,11,13,37,134,26,2006,10,14.6,14.2
346,181,20,1,10,80,30,28,1964,4,12.2,14.0
839,214,11,1,8,78,23,24,2021,1,15.4,10.0
4,6,4,1,5,202,1953,31,2013,1,7.0,7.0
199,6,47,11,8,53,1059,36,1978,10,9.4,9.4
404,32,13,3,8,44,812,30,1960,14,8.4,6.4
403,6,20,1,1,30,1473,34,1961,3,3.4,7.4
21,22,1,41,7,190,100,25,1998,10,14.0,12.8
182,1,13,6,15,35,911,34,1983,15,13.0,19.6
289,58,49,23,22,19,176,44,1973,18,10.2,14.2
361,176,30,69,18,26,1,24,1967,10,9.8,17.0
172,27,40,1,4,151,599,32,1976,3,11.6,14.6
8,51,24,11,17,314,283,40,2019,13,11.8,9.6
131,34,34,12,20,38,66,27,1990,13,15.2,17.6
329,37,25,22,18,0,356,32,1973,10,10.0,23.2
828,207,14,12,22,12,103,24,2014,20,18.8,19.2
207,32,45,1,4,36,486,39,1979,3,8.4,9.8
77,6,11,6,6,135,727,29,1989,15,17.2,8.4
95,3,4,1,1,9,581,38,1992,1,1.6,1.6
1,131,14,1,1,141,220,29,2014,1,5.6,5.8
813,3,22,1,12,33,1172,27,2012,8,16.2,15.0
91,37,14,13,17,38,24,23,1992,10,17.8,13.0
102,32,9,11,3,105,236,27,1987,3,4.6,10.4
626,128,20,22,15,3,10,39,1956,18,9.0,12.6
1,1,1,1,4,35,70,22,2007,3,5.6,9.6
837,209,6,14,19,5,47,23,2016,15,19.2,17.4
44,27,14,20,13,136,54,29,1995,18,8.8,7.6
167,18,21,6,16,6,597,26,1987,19,24.2,17.8
17,9,9,1,2,186,270,35,2012,1,5.4,8.0
360,170,60,1,10,93,212,23,1960,3,5.4,10.4
156,25,34,14,24,37,363,30,1987,7,13.8,12.6
197,27,30,14,21,14,442,37,1983,10,15.2,18.2
136,58,7,15,21,39,40,23,1979,9,16.8,16.6
44,20,14,76,9,96,126,32,1998,19,16.0,13.8
839,214,39,1,12,103,73,25,2022,9,8.8,7.0
255,32,18,11,10,1,565,28,1977,5,21.0,15.2
358,180,49,3,1,11,28,27,1969,11,10.8,10.6
30,6,13,1,2,50,205,35,2004,2,1.0,3.8
235,27,14,5,11,5,556,34,1979,17,13.6,8.6
50,24,10,6,19,53,53,26,1998,20,14.2,15.4
819,206,9,11,24,8,17,22,2012,19,19.6,19.6
170,22,14,11,7,10,477,32,1987,7,10.6,7.6
127,37,7,6,18,68,73,25,1988,15,17.0,13.8
825,210,4,11,16,173,351,31,2024,17,15.8,14.6
221,25,25,1,10,15,628,33,1978,3,9.2,12.0
224,56,6,11,7,66,129,29,1976,6,17.4,21.8
71,17,20,10,7,13,235,39,1999,20,9.4,7.6
4,1,24,12,16,253,1541,34,2015,17,13.6,13.8
17,9,4,1,1,163,224,34,2011,4,4.4,1.8
375,6,13,62,9,4,1342,33,1967,11,9.25,5.0
815,10,10,1,10,146,402,28,2018,7,12.2,9.8
13,6,14,1,4,185,1968,32,2013,4,10.2,4.8
17,19,10,3,11,118,58,26,2003,11,10.0,12.0
32,9,21,9,17,3,111,23,2006,19,15.0,16.4
304,187,6,12,12,65,35,32,1969,6,6.4,6.4
825,210,11,11,19,152,309,30,2023,17,18.2,16.8
839,214,39,11,15,147,160,27,2024,15,13.0,16.0
158,27,43,6,13,98,447,24,1982,12,12.4,19.0
110,35,32,11,15,64,74,31,1990,13,19.0,20.4
815,211,32,1,11,174,34,29,2019,7,9.4,9.6
233,37,30,1,7,69,330,23,1974,5,16.8,13.8
815,15,10,1,17,27,530,22,2012,6,13.0,13.6
182,37,46,62,25,172,455,23,1972,19,14.2,15.0
608,6,14,14,1,9,1643,25,1956,8,11.4,10.6
21,22,1,1,9,157,34,27,2000,5,10.2,10.2
178,3,30,1,18,67,1062,31,1978,4,10.6,12.0
20,6,34,1,3,206,2156,30,2018,5,3.8,3.2
807,15,22,1,7,53,579,26,2013,6,8.4,9.8
815,10,7,4,13,63,237,24,2014,11,12.8,10.0
178,26,11,24,10,10,77,39,1986,12,16.8,11.0
30,131,1,6,4,288,119,43,2012,20,11.4,9.4
858,3,80,1,6,20,1626,22,2023,16,14.4,13.4
206,3,39,11,12,7,947,29,1982,5,9.6,6.4
56,6,70,1,3,58,364,33,1999,1,3.4,7.6
42,19,20,11,16,17,53,22,2003,10,14.0,11.6
50,21,70,5,10,42,77,28,2000,18,14.2,15.2
26,5,18,11,16,27,139,23,2006,11,13.8,13.8
364,190,14,5,19,28,18,35,1966,17,10.6,13.2
118,29,11,11,9,10,119,38,1993,4,14.2,16.8
136,57,10,11,24,20,39,24,1980,14,19.0,21.8
852,213,13,1,0,35,105,22,2022,13,17.4,14.4
818,5,17,1,24,2,221,21,2012,16,9.5,11.4
77,1,9,1,4,102,622,31,1991,2,20.2,15.0
403,6,55,1,3,43,1515,32,1959,2,5.6,9.6
847,3,21,3,13,33,1487,22,2020,16,15.4,16.4
838,1,71,12,15,36,1656,26,2018,16,14.0,12.6
815,9,7,6,13,223,668,32,2022,20,2.2,1.6
819,207,20,11,22,28,56,23,2013,17,17.8,17.6
163,6,41,1,11,68,877,35,1984,4,9.2,9.0
175,6,10,1,5,63,949,33,1982,1,9.4,2.6
49,3,26,1,3,109,445,30,1997,6,2.8,4.6
102,1,18,1,1,52,643,30,1990,3,2.2,5.0
48,18,8,12,21,11,188,26,2000,15,15.4,14.6
110,25,7,20,19,17,174,34,1993,20,15.4,18.0
830,5,15,1,8,12,356,17,2015,8,9.6,13.0
105,6,34,12,9,131,818,29,1986,8,8.6,9.8
579,105,13,1,1,26,260,43,1954,1,1.2,10.0
173,34,21,5,19,2,154,28,1986,19,11.0,13.2
844,6,4,40,9,47,2236,22,2020,20,7.8,7.2
35,16,9,1,9,44,91,32,2003,10,14.2,12.2
842,213,3,1,9,62,31,24,2020,11,10.0,9.8
22,11,16,1,17,49,65,35,2007,10,13.8,12.0
212,34,10,1,16,9,323,25,1981,4,14.0,7.2
44,16,10,5,7,44,125,35,2002,14,10.8,11.6
22,11,12,11,19,28,23,36,2008,16,11.6,15.2
401,172,14,6,16,24,142,25,1962,18,13.4,25.0
117,6,8,1,2,22,621,36,1991,2,14.8,15.0
358,167,20,1,9,47,71,24,1966,3,7.4,10.0
151,32,13,11,22,10,149,26,1990,12,13.4,10.8
200,21,39,12,18,34,555,32,1979,6,13.8,14.6
341,11,39,91,9,37,110,34,1968,13,8.8,7.8
817,5,22,1,14,25,244,23,2012,10,11.6,14.6
64,21,21,6,17,52,162,26,1997,12,17.2,17.6
224,56,40,12,23,19,75,32,1979,9,12.0,12.0
200,1,9,3,10,93,1206,28,1975,7,15.0,10.8
221,25,45,5,12,21,640,33,1978,20,8.8,8.2
8,1,10,1,1,63,126,26,2006,3,9.4,12.8
807,15,3,1,14,42,557,25,2013,12,10.6,13.0
484,101,14,6,7,4,4,37,1960,11,21.5,21.5
2,2,5,1,11,6,12,32,2009,11,10.2,12.8
103,33,33,11,15,29,103,25,1990,8,25.2,23.4
178,3,7,64,3,34,988,34,1981,19,8.2,6.2
822,131,71,1,16,172,503,32,2021,5,7.4,5.2
849,3,6,11,18,22,1508,25,2021,15,18.2,15.6
223,58,70,17,22,30,67,38,1978,10,16.6,15.4
79,25,25,7,13,19,68,32,1996,19,15.2,9.0
14,1,4,1,3,161,356,28,1999,2,10.8,7.6
140,46,13,11,15,18,41,32,1989,8,17.8,20.6
304,1,49,1,9,43,1325,34,1971,5,3.4,14.8
105,21,26,12,25,75,216,33,1990,10,13.6,10.6
823,207,24,11,18,16,73,28,2013,18,18.4,20.2
574,169,63,25,15,0,2,41,1959,16,10.0,11.5
347,183,39,44,15,40,42,35,1965,16,11.6,11.2
13,3,6,11,12,217,1269,34,2015,15,6.2,6.0
187,34,30,1,11,93,399,30,1977,6,12.6,10.0
22,6,7,20,5,147,294,29,2001,17,9.2,1.8
22,11,1,11,16,35,37,34,2007,11,15.0,14.0
844,6,6,30,1,64,2270,23,2021,20,5.6,6.0
828,15,11,12,20,66,727,26,2017,16,14.0,14.0
118,21,11,11,9,40,240,34,1989,10,13.6,12.4
57,1,22,1,4,81,443,29,1997,4,15.6,11.8
100,27,6,12,26,50,168,27,1991,10,19.2,12.0
840,117,79,1,0,104,64,23,2022,10,12.0,13.2
137,22,29,1,7,31,391,38,1990,1,6.6,5.6
14,9,10,1,11,64,162,34,2005,7,10.8,15.2
14,9,21,11,14,56,146,34,2005,11,11.4,9.8
376,170,13,18,15,15,184,25,1960,6,19.0,8.4
175,55,43,11,17,68,42,31,1981,6,11.6,22.6
360,170,20,5,7,54,38,26,1964,16,10.2,11.0
48,18,11,13,22,30,226,25,1999,17,12.0,12.6
2,15,1,1,10,135,140,23,2001,4,9.0,13.0
71,3,18,11,4,82,512,33,1994,2,7.2,10.0
404,32,61,24,13,51,845,29,1959,13,6.2,15.6
